t	-0.064951	-0.116035	0.010827	-0.140420	-0.165595	-0.138030	0.488963	-0.005196	0.228817	-0.188893	0.098207	-0.347774	-0.087121	0.136294	-0.057046	-0.315608	0.276021	-0.135159	0.224371	0.380858	0.244159	-0.388391	0.089618	0.019645	-0.033918	-0.224799	-0.042282	0.076582	0.166339	0.054044	0.041294	0.017994	0.271174	-0.058506	0.331552	0.010940	0.600580	0.052553	-0.052764	-0.019425	-0.071869	0.193146	-0.373179	0.191888	0.111518	0.116480	0.085940	0.020648	-0.108707	0.226684	0.153596	-0.434329	-0.191962	0.029038	-0.350845	0.078644	0.124531	0.220951	0.450966	-0.142621	0.137492	0.130345	0.155897	-0.328767	-0.323551	0.065009	-0.050495	-0.290587	-0.115216	-0.270126	0.459267	-0.524229	0.110026	0.051344	0.069233	0.022900	0.058686	-0.009636	0.158786	-0.000914	-0.292933	-0.206060	0.018730	0.085085	-0.058142	-0.080618	0.105882	-0.182342	-0.109131	0.167340	-0.020890	-0.012505	-0.320536	0.154726	0.264682	-0.043736	0.140647	-0.102500	-0.364823	0.065868	-0.539172	0.457356	-0.364066	0.224683	-0.126662	0.026162	-0.168898	0.240644	-0.904802	0.016265	-0.133375	-0.305571	0.730991	0.018701	0.164604	0.771040	-0.289975	0.440476	0.821047	0.059940	0.303982	0.069393	-0.674891	0.130587	-0.424081	0.063339	0.242483	-0.493947	-0.469118	0.046236	-0.224036	-0.243956	0.616465	0.257353	0.423515	-0.199123	-0.028934	-0.183116	-0.218311	0.431131	-0.212147	0.264292	-0.182484	0.537746	-0.076733	-0.464640	0.537993	0.021158	0.273076	0.214851	0.773600	0.314440	-0.215701	0.045926	-0.445803	-0.248805	0.092565	-0.810042	0.657837	0.121169	0.363871	-0.160086	-0.319703	0.163433	0.412446	0.413471	0.049446	0.266678	-0.431273	-0.132279	0.021175	-0.145674	-0.112075	0.336145	0.065704	-0.438181	-0.136432	-0.386831	-0.190845	-0.334736	-0.360709	0.014389	-0.111667	0.286402	-0.674735	0.204038	-0.619132	-0.115724	-0.512128	0.086101	-0.080192	0.277143	-0.116573	-0.488778	0.153894	0.088258	0.114373	0.390929	0.363037	0.512109
f	-0.064951	-0.116035	0.010827	-0.140420	-0.165595	-0.138030	0.488963	-0.005196	0.228817	-0.188893	0.098207	-0.347774	-0.087121	0.136294	-0.057046	-0.315608	0.276021	-0.135159	0.224371	0.380858	0.244159	-0.388391	0.089618	0.019645	-0.033918	-0.224799	-0.042282	0.076582	0.166339	0.054044	0.041294	0.017994	0.271174	-0.058506	0.331552	0.010940	0.600580	0.052553	-0.052764	-0.019425	-0.071869	0.193146	-0.373179	0.191888	0.111518	0.116480	0.085940	0.020648	-0.108707	0.226684	0.153596	-0.434329	-0.191962	0.029038	-0.350845	0.078644	0.124531	0.220951	0.450966	-0.142621	0.137492	0.130345	0.155897	-0.328767	-0.323551	0.065009	-0.050495	-0.290587	-0.115216	-0.270126	0.459267	-0.524229	0.110026	0.051344	0.069233	0.022900	0.058686	-0.009636	0.158786	-0.000914	-0.292933	-0.206060	0.018730	0.085085	-0.058142	-0.080618	0.105882	-0.182342	-0.109131	0.167340	-0.020890	-0.012505	-0.320536	0.154726	0.264682	-0.043736	0.140647	-0.102500	-0.364823	0.065868	-0.584626	-0.275937	0.280891	0.655292	-0.248960	-0.088831	-0.242387	0.401631	0.231973	0.276410	-0.104404	0.060170	0.019626	-0.103687	0.355201	-0.106118	-0.089975	-0.410419	0.408539	0.039068	-0.053685	0.076889	-0.299745	-0.360123	-0.155626	-0.205446	-0.084925	-0.294971	0.121496	0.741380	-0.865021	-0.382446	-0.067039	0.297222	0.065634	0.418234	-0.429758	-0.383212	0.210452	-0.105849	0.071303	0.196956	-0.242428	-0.047577	-0.275299	0.461806	-0.133581	-0.204347	-0.146898	0.250226	0.284967	0.048321	-0.497948	-0.132100	-0.050097	-0.763545	-0.204698	-0.375697	0.050742	-0.053666	0.315334	0.093501	0.284104	0.215633	0.151751	-0.305631	0.236586	-0.034757	-0.700595	-0.374287	-0.123712	-0.045018	0.268546	0.257795	0.356616	-0.068905	-0.373539	-0.088362	0.441632	0.043725	-0.326967	-0.155132	0.493227	0.026663	0.083039	0.303285	0.630728	-0.153171	0.247877	0.029901	0.431528	0.331433	0.327146	0.176503	-0.039943	-0.286237	-0.368482	0.235317	0.032250	-0.255585
t	-0.113459	-0.196296	-0.373856	-0.029052	-0.165717	-0.102666	0.530563	0.026685	-0.127561	-0.007406	0.023873	-0.207128	0.307035	0.427905	-0.195855	-0.534008	0.220941	-0.031954	-0.205981	0.316167	0.340689	-0.228636	-0.146899	0.289069	0.057278	-0.518800	0.044198	-0.123986	0.474034	0.266789	-0.099133	-0.074791	0.465297	-0.101068	0.401146	-0.234920	0.343484	-0.057332	0.208505	-0.107549	-0.081595	0.313280	-0.393883	0.403815	0.476621	0.036741	-0.261573	-0.167417	-0.752395	0.170506	0.099719	-0.387176	0.256349	-0.086217	-0.240484	-0.019237	-0.014448	0.110790	-0.044010	0.005224	-0.059659	0.008364	-0.024906	-0.582992	-0.720657	0.188249	-0.103666	0.014586	-0.013599	-0.128106	0.479808	-0.653968	-0.006702	0.041286	-0.059363	0.159819	0.028182	-0.001656	0.119582	-0.160092	-0.136723	-0.125691	0.151412	-0.090634	-0.550575	-0.130592	-0.043193	-0.343616	-0.124553	0.269509	0.026527	-0.299175	-0.330768	-0.041827	0.315516	-0.171530	0.166594	-0.335938	-0.279282	-0.155558	-0.539172	0.457356	-0.364066	0.224683	-0.126662	0.026162	-0.168898	0.240644	-0.904802	0.016265	-0.133375	-0.305571	0.730991	0.018701	0.164604	0.771040	-0.289975	0.440476	0.821047	0.059940	0.303982	0.069393	-0.674891	0.130587	-0.424081	0.063339	0.242483	-0.493947	-0.469118	0.046236	-0.224036	-0.243956	0.616465	0.257353	0.423515	-0.199123	-0.028934	-0.183116	-0.218311	0.431131	-0.212147	0.264292	-0.182484	0.537746	-0.076733	-0.464640	0.537993	0.021158	0.273076	0.214851	0.773600	0.314440	-0.215701	0.045926	-0.445803	-0.248805	0.092565	-0.810042	0.657837	0.121169	0.363871	-0.160086	-0.319703	0.163433	0.412446	0.413471	0.049446	0.266678	-0.431273	-0.132279	0.021175	-0.145674	-0.112075	0.336145	0.065704	-0.438181	-0.136432	-0.386831	-0.190845	-0.334736	-0.360709	0.014389	-0.111667	0.286402	-0.674735	0.204038	-0.619132	-0.115724	-0.512128	0.086101	-0.080192	0.277143	-0.116573	-0.488778	0.153894	0.088258	0.114373	0.390929	0.363037	0.512109
f	-0.064951	-0.116035	0.010827	-0.140420	-0.165595	-0.138030	0.488963	-0.005196	0.228817	-0.188893	0.098207	-0.347774	-0.087121	0.136294	-0.057046	-0.315608	0.276021	-0.135159	0.224371	0.380858	0.244159	-0.388391	0.089618	0.019645	-0.033918	-0.224799	-0.042282	0.076582	0.166339	0.054044	0.041294	0.017994	0.271174	-0.058506	0.331552	0.010940	0.600580	0.052553	-0.052764	-0.019425	-0.071869	0.193146	-0.373179	0.191888	0.111518	0.116480	0.085940	0.020648	-0.108707	0.226684	0.153596	-0.434329	-0.191962	0.029038	-0.350845	0.078644	0.124531	0.220951	0.450966	-0.142621	0.137492	0.130345	0.155897	-0.328767	-0.323551	0.065009	-0.050495	-0.290587	-0.115216	-0.270126	0.459267	-0.524229	0.110026	0.051344	0.069233	0.022900	0.058686	-0.009636	0.158786	-0.000914	-0.292933	-0.206060	0.018730	0.085085	-0.058142	-0.080618	0.105882	-0.182342	-0.109131	0.167340	-0.020890	-0.012505	-0.320536	0.154726	0.264682	-0.043736	0.140647	-0.102500	-0.364823	0.065868	-0.419647	-0.674785	0.161033	0.635761	-0.092491	0.350125	0.273137	-0.136044	-0.175771	0.318190	-0.859929	0.018170	0.542315	-0.085842	0.083267	0.073345	0.355210	0.318403	0.245365	0.270457	0.144354	0.085249	-0.682340	-0.088023	-0.266722	-0.193181	-0.038345	-0.068012	-0.238585	0.031561	-0.458593	-1.081373	0.183134	0.005235	-0.431033	0.064988	-0.092504	-0.544408	0.502299	0.362632	0.093786	0.156333	0.216175	0.554774	-0.461035	-0.279183	0.539936	-0.360293	0.099903	0.467203	-0.593035	-0.026857	-0.056738	0.310839	-0.175996	0.269863	-0.275085	-0.084715	-0.498594	0.080241	0.411422	0.305956	-0.439105	0.039117	-0.400084	-0.189975	0.049027	0.463995	-0.044635	0.031742	-0.017326	-0.017953	-0.149124	0.489872	0.063251	0.427309	-0.021084	0.217470	-0.601025	-0.758984	-0.268889	-0.008406	-1.067710	0.388162	0.202542	0.278790	0.828305	-0.215353	-0.038285	0.263658	0.414576	0.165020	-0.189156	-0.348530	0.549487	-0.399095	-0.278206	0.343302	-0.407654	0.246090
t	-0.309536	-0.087704	0.090267	-0.172599	-0.042585	-0.100951	0.292067	0.060693	0.271843	0.026198	0.372912	-0.279596	-0.123416	0.163639	0.039346	-0.527037	0.422779	-0.006464	0.417236	0.683050	0.381096	-0.272991	0.142622	0.067785	-0.039095	-0.320618	0.070849	0.155146	0.298935	-0.006344	-0.112103	0.135154	0.260863	0.052108	0.333525	-0.233219	0.547643	-0.297937	0.045888	0.140715	-0.282447	0.462873	-0.217539	0.399008	-0.149669	0.589437	0.291243	-0.092140	-0.565786	0.770969	0.052583	-0.337554	0.308157	0.077554	-0.379345	0.012386	0.080645	-0.282650	0.409789	-0.050440	0.024915	0.095611	-0.109075	-0.456013	-0.176339	0.120130	-0.134972	-0.305847	-0.030682	-0.050207	0.480847	-0.340408	-0.323620	0.091838	0.025875	0.095414	0.095640	0.289467	0.284094	0.254586	-0.213149	-0.170891	-0.283092	0.137967	-0.088357	-0.207427	-0.177040	-0.482725	-0.217437	0.207194	0.040569	-0.120239	-0.432328	0.179600	0.308789	-0.265065	-0.067900	0.226924	-0.082245	-0.315719	-0.539172	0.457356	-0.364066	0.224683	-0.126662	0.026162	-0.168898	0.240644	-0.904802	0.016265	-0.133375	-0.305571	0.730991	0.018701	0.164604	0.771040	-0.289975	0.440476	0.821047	0.059940	0.303982	0.069393	-0.674891	0.130587	-0.424081	0.063339	0.242483	-0.493947	-0.469118	0.046236	-0.224036	-0.243956	0.616465	0.257353	0.423515	-0.199123	-0.028934	-0.183116	-0.218311	0.431131	-0.212147	0.264292	-0.182484	0.537746	-0.076733	-0.464640	0.537993	0.021158	0.273076	0.214851	0.773600	0.314440	-0.215701	0.045926	-0.445803	-0.248805	0.092565	-0.810042	0.657837	0.121169	0.363871	-0.160086	-0.319703	0.163433	0.412446	0.413471	0.049446	0.266678	-0.431273	-0.132279	0.021175	-0.145674	-0.112075	0.336145	0.065704	-0.438181	-0.136432	-0.386831	-0.190845	-0.334736	-0.360709	0.014389	-0.111667	0.286402	-0.674735	0.204038	-0.619132	-0.115724	-0.512128	0.086101	-0.080192	0.277143	-0.116573	-0.488778	0.153894	0.088258	0.114373	0.390929	0.363037	0.512109
f	-0.064951	-0.116035	0.010827	-0.140420	-0.165595	-0.138030	0.488963	-0.005196	0.228817	-0.188893	0.098207	-0.347774	-0.087121	0.136294	-0.057046	-0.315608	0.276021	-0.135159	0.224371	0.380858	0.244159	-0.388391	0.089618	0.019645	-0.033918	-0.224799	-0.042282	0.076582	0.166339	0.054044	0.041294	0.017994	0.271174	-0.058506	0.331552	0.010940	0.600580	0.052553	-0.052764	-0.019425	-0.071869	0.193146	-0.373179	0.191888	0.111518	0.116480	0.085940	0.020648	-0.108707	0.226684	0.153596	-0.434329	-0.191962	0.029038	-0.350845	0.078644	0.124531	0.220951	0.450966	-0.142621	0.137492	0.130345	0.155897	-0.328767	-0.323551	0.065009	-0.050495	-0.290587	-0.115216	-0.270126	0.459267	-0.524229	0.110026	0.051344	0.069233	0.022900	0.058686	-0.009636	0.158786	-0.000914	-0.292933	-0.206060	0.018730	0.085085	-0.058142	-0.080618	0.105882	-0.182342	-0.109131	0.167340	-0.020890	-0.012505	-0.320536	0.154726	0.264682	-0.043736	0.140647	-0.102500	-0.364823	0.065868	-0.671038	0.548482	0.039120	0.404354	0.180616	-0.218142	-0.443317	-0.179477	0.106027	0.440041	-0.463324	0.422308	0.447500	-0.200062	-0.332838	0.007565	-0.362290	-0.246968	0.211945	0.027730	0.688792	0.161950	0.073259	0.310830	0.018306	-0.573246	-0.193858	-0.086501	-0.643568	0.590956	-0.156457	0.009785	0.070113	0.108226	-0.047231	0.241841	0.067602	-0.143503	0.069895	0.076339	-0.529785	-0.042171	0.401885	0.324474	0.152509	0.011468	0.227465	-0.357302	0.276676	0.145918	-0.356176	-0.273270	-0.179394	-0.183849	-0.117048	-0.267756	-0.055465	-0.763428	0.373648	0.127656	0.308435	0.065335	-0.284556	0.203149	0.327499	-0.350610	0.447273	-0.383633	-0.407773	-0.013975	-0.576848	-0.324506	-0.141807	0.473787	0.030824	-0.260202	0.101162	0.327736	0.176889	0.336292	0.337453	0.715003	0.217003	0.124257	0.410842	-0.209697	0.342719	-0.632003	0.340486	0.011335	0.384262	0.345558	-0.398292	-0.655232	0.241759	0.244517	0.489052	0.191042	0.241847	0.216494
t	-0.360365	-0.200862	0.047704	-0.166753	-0.431910	-0.040422	0.598275	-0.317677	0.397638	0.222497	-0.139756	-0.342690	0.013251	-0.036955	-0.251277	-0.549111	0.316325	-0.266158	-0.062452	0.332811	0.235398	-0.260470	0.115047	-0.022423	0.192884	-0.188819	-0.014301	0.149741	0.211092	-0.046046	0.174992	0.017535	0.160527	0.035419	0.276339	0.120996	0.252366	-0.229650	0.254106	-0.103240	-0.510663	0.105440	-0.441157	0.150728	0.215831	0.361106	-0.043932	-0.023301	-0.377296	-0.071412	-0.080480	-0.598063	-0.000790	-0.116943	-0.182060	-0.120811	0.077638	0.142522	0.091779	0.116496	-0.141693	0.142950	-0.374750	-0.369153	-0.228152	0.482934	-0.379166	-0.303615	-0.360555	0.052167	0.701451	-0.694549	-0.269355	0.249195	-0.055473	0.134898	-0.076486	-0.193350	0.029515	0.028744	-0.167909	-0.136962	-0.266250	0.129719	-0.125643	0.463928	0.121845	-0.276672	-0.262007	0.297523	-0.087654	0.114383	-0.374681	-0.095617	0.359476	-0.416639	0.066168	-0.078796	0.170937	-0.065385	-0.539172	0.457356	-0.364066	0.224683	-0.126662	0.026162	-0.168898	0.240644	-0.904802	0.016265	-0.133375	-0.305571	0.730991	0.018701	0.164604	0.771040	-0.289975	0.440476	0.821047	0.059940	0.303982	0.069393	-0.674891	0.130587	-0.424081	0.063339	0.242483	-0.493947	-0.469118	0.046236	-0.224036	-0.243956	0.616465	0.257353	0.423515	-0.199123	-0.028934	-0.183116	-0.218311	0.431131	-0.212147	0.264292	-0.182484	0.537746	-0.076733	-0.464640	0.537993	0.021158	0.273076	0.214851	0.773600	0.314440	-0.215701	0.045926	-0.445803	-0.248805	0.092565	-0.810042	0.657837	0.121169	0.363871	-0.160086	-0.319703	0.163433	0.412446	0.413471	0.049446	0.266678	-0.431273	-0.132279	0.021175	-0.145674	-0.112075	0.336145	0.065704	-0.438181	-0.136432	-0.386831	-0.190845	-0.334736	-0.360709	0.014389	-0.111667	0.286402	-0.674735	0.204038	-0.619132	-0.115724	-0.512128	0.086101	-0.080192	0.277143	-0.116573	-0.488778	0.153894	0.088258	0.114373	0.390929	0.363037	0.512109
f	-0.064951	-0.116035	0.010827	-0.140420	-0.165595	-0.138030	0.488963	-0.005196	0.228817	-0.188893	0.098207	-0.347774	-0.087121	0.136294	-0.057046	-0.315608	0.276021	-0.135159	0.224371	0.380858	0.244159	-0.388391	0.089618	0.019645	-0.033918	-0.224799	-0.042282	0.076582	0.166339	0.054044	0.041294	0.017994	0.271174	-0.058506	0.331552	0.010940	0.600580	0.052553	-0.052764	-0.019425	-0.071869	0.193146	-0.373179	0.191888	0.111518	0.116480	0.085940	0.020648	-0.108707	0.226684	0.153596	-0.434329	-0.191962	0.029038	-0.350845	0.078644	0.124531	0.220951	0.450966	-0.142621	0.137492	0.130345	0.155897	-0.328767	-0.323551	0.065009	-0.050495	-0.290587	-0.115216	-0.270126	0.459267	-0.524229	0.110026	0.051344	0.069233	0.022900	0.058686	-0.009636	0.158786	-0.000914	-0.292933	-0.206060	0.018730	0.085085	-0.058142	-0.080618	0.105882	-0.182342	-0.109131	0.167340	-0.020890	-0.012505	-0.320536	0.154726	0.264682	-0.043736	0.140647	-0.102500	-0.364823	0.065868	-0.669778	-0.398806	-0.308133	0.178397	0.085644	0.162367	-0.765083	-0.121767	-0.137344	-0.103891	-0.242222	-0.594287	0.088226	0.132675	0.331699	-0.001094	0.311072	-0.515885	0.217772	0.278838	0.545268	0.063569	-0.600984	-0.151168	-0.252178	0.171861	-0.166752	0.065817	-0.119530	0.202015	0.102247	-0.317401	0.412314	0.200272	-0.122312	-0.097645	0.297092	-0.020460	0.216434	0.009935	-0.172573	0.075177	-0.070708	-0.139323	0.157030	0.033564	-0.252507	0.429547	-0.045810	0.262069	0.423539	0.441815	0.535905	0.132243	-0.010741	-0.148969	0.133102	0.237123	0.146285	-0.451210	-0.122967	-0.010814	0.178584	-0.426121	-0.561243	0.211960	-0.254848	-0.475964	-0.443508	-0.256368	-0.184747	-0.017716	-0.035905	0.390248	0.229394	0.138526	0.248580	-0.285360	-0.211451	0.015735	0.280484	0.792779	0.040972	-0.594667	-0.212595	0.576568	0.205174	-0.291223	0.109645	0.195646	0.397609	0.253758	-0.174708	-0.222481	0.068138	-0.306245	-0.045525	0.010395	0.076990	0.461165
t	-0.103600	-0.145313	0.091202	0.016016	0.053617	-0.026183	0.454359	-0.018260	0.095917	0.063037	0.164251	-0.264748	0.134403	-0.074382	-0.157474	-0.151101	0.051967	-0.142981	0.230098	0.378693	-0.001656	-0.330157	0.130770	0.174535	0.011974	-0.365065	0.005280	0.194854	0.510527	-0.146791	-0.042799	0.128442	0.354796	-0.157006	0.340452	-0.332344	0.403794	-0.320554	0.046002	-0.021037	-0.029262	0.312356	-0.136685	0.087875	0.079491	0.323104	0.094401	-0.015729	-0.377100	0.398228	0.062116	-0.665468	-0.100622	0.034372	-0.202281	0.006593	0.015114	0.232879	0.293141	-0.120090	0.168965	0.248554	0.029603	-0.399867	-0.314759	0.303563	-0.203634	-0.302911	0.019232	-0.440196	0.397295	-0.239400	0.213519	0.010464	-0.167808	-0.101619	-0.096614	0.147208	0.061279	0.057178	-0.251780	-0.218253	-0.107608	0.193737	-0.409933	-0.030164	-0.025423	-0.259317	-0.013881	-0.028902	0.027588	-0.057108	-0.331192	-0.004751	0.316457	-0.289814	-0.007010	-0.243666	-0.253282	-0.138164	-0.584626	-0.275937	0.280891	0.655292	-0.248960	-0.088831	-0.242387	0.401631	0.231973	0.276410	-0.104404	0.060170	0.019626	-0.103687	0.355201	-0.106118	-0.089975	-0.410419	0.408539	0.039068	-0.053685	0.076889	-0.299745	-0.360123	-0.155626	-0.205446	-0.084925	-0.294971	0.121496	0.741380	-0.865021	-0.382446	-0.067039	0.297222	0.065634	0.418234	-0.429758	-0.383212	0.210452	-0.105849	0.071303	0.196956	-0.242428	-0.047577	-0.275299	0.461806	-0.133581	-0.204347	-0.146898	0.250226	0.284967	0.048321	-0.497948	-0.132100	-0.050097	-0.763545	-0.204698	-0.375697	0.050742	-0.053666	0.315334	0.093501	0.284104	0.215633	0.151751	-0.305631	0.236586	-0.034757	-0.700595	-0.374287	-0.123712	-0.045018	0.268546	0.257795	0.356616	-0.068905	-0.373539	-0.088362	0.441632	0.043725	-0.326967	-0.155132	0.493227	0.026663	0.083039	0.303285	0.630728	-0.153171	0.247877	0.029901	0.431528	0.331433	0.327146	0.176503	-0.039943	-0.286237	-0.368482	0.235317	0.032250	-0.255585
f	-0.064951	-0.116035	0.010827	-0.140420	-0.165595	-0.138030	0.488963	-0.005196	0.228817	-0.188893	0.098207	-0.347774	-0.087121	0.136294	-0.057046	-0.315608	0.276021	-0.135159	0.224371	0.380858	0.244159	-0.388391	0.089618	0.019645	-0.033918	-0.224799	-0.042282	0.076582	0.166339	0.054044	0.041294	0.017994	0.271174	-0.058506	0.331552	0.010940	0.600580	0.052553	-0.052764	-0.019425	-0.071869	0.193146	-0.373179	0.191888	0.111518	0.116480	0.085940	0.020648	-0.108707	0.226684	0.153596	-0.434329	-0.191962	0.029038	-0.350845	0.078644	0.124531	0.220951	0.450966	-0.142621	0.137492	0.130345	0.155897	-0.328767	-0.323551	0.065009	-0.050495	-0.290587	-0.115216	-0.270126	0.459267	-0.524229	0.110026	0.051344	0.069233	0.022900	0.058686	-0.009636	0.158786	-0.000914	-0.292933	-0.206060	0.018730	0.085085	-0.058142	-0.080618	0.105882	-0.182342	-0.109131	0.167340	-0.020890	-0.012505	-0.320536	0.154726	0.264682	-0.043736	0.140647	-0.102500	-0.364823	0.065868	-0.429114	-0.017510	0.062159	0.452396	-0.575401	0.704508	-0.124446	0.233775	0.293068	-0.691015	-0.247458	-0.233160	0.009745	0.203896	-0.137734	0.193482	0.100971	-0.024371	0.197600	0.259747	0.386135	0.118782	0.501295	0.570570	-0.079233	-0.009521	-0.068286	0.521711	-0.084931	-0.475163	-0.265433	-0.331747	0.212282	-0.084334	0.055453	0.198554	0.368622	-0.288382	0.032760	0.076890	-0.046165	-0.224906	-0.339499	-0.455332	0.057700	-0.010575	0.066455	-0.166452	0.634573	-0.445159	0.622187	0.152352	0.123357	-0.230337	0.005981	-0.058152	0.134793	-0.046467	-0.311830	0.620724	-0.122649	-0.386740	-0.179839	0.451310	0.233444	0.411007	0.154556	-0.218271	-0.067930	-0.018369	-0.066296	-0.335334	0.244882	-0.123491	-0.145422	0.226556	0.015241	0.259071	-0.280727	0.302985	-0.405217	-0.081997	-0.225483	0.232194	0.064243	0.166536	0.469975	0.511984	0.073848	-0.085722	-0.036118	-0.437116	-0.311267	-0.305163	0.425536	-0.303098	-0.014511	-0.125276	0.038206	-0.253351
